Name,Product Type,Internal Category, Machine Drawing No,Casting Drawing No,Size,Material,OD (mm) , L (mm) ,ID (mm) 
EYE BOLT M16x25L,Stockable Product,EYE BOLT,,,M16x25L,FORGED STEEL,,,
WGB HOUSING SLS-06/F40,Stockable Product,WGB HOUSING,001-01-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WGB COVER SLS-06/F40,Stockable Product,WGB COVER,002-01-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
QUADRANT SLS-06/F40,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM SHAFT ø 60x538L - EN8,Stockable Product,WORM SHAFT,005-04-M/R0,,,EN8,,,
SGB HOUSING DT-09,Stockable Product,SGB HOUSING,114-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
BUSH ø 70x28L,Stockable Product,BUSH,025-07-M/R0,,ø 70x28L,BRASS,,,
"SPIRAL PIN ø 1/2""x85L",Stockable Product,SPIRAL PIN,,,"ø 1/2""x85L",STANDARD,,,
CIRCLIP ø 58mm,Stockable Product,CIRCLIP,,,ø 58mm,STANDARD,,,
EYE BOLT M16x25L,Stockable Product,EYE BOLT,,,M16x25L,FORGED STEEL,,,
HEX BOLT WITH NUT M30x140L,Stockable Product,HEX BOLT WITH NUT,,,M30x140L,H.T. Gr. 8.8,,,
COLLAR ø 110x32L - EN8,Stockable Product,COLLAR,006-04-M/R0,,ø 110x32L ,EN8,,,
NEEDLE ROLLER CAGE KT 586420,Stockable Product,NEEDLE ROLLER CAGE,,,KT 586420,STANDARD,,,
EYE BOLT M16x25L,Stockable Product,EYE BOLT,,,M16x25L,FORGED STEEL,,,
PARALLEL KEY 14x9x36,Stockable Product,PARALLEL KEY,,,14x9x36,C-40,,,
GUN METAL ROD ø 22x13L,Stockable Product,BUSH,,,ø 22x13L,BRASS,22,13,
GUN METAL ROD ø 30x13L,Stockable Product,BUSH,,,ø 30x13L,BRASS,30,13,
GUN METAL ROD ø 30x22L,Stockable Product,BUSH,,,ø 30x22L,BRASS,30,22,
GUN METAL ROD ø 30x24L,Stockable Product,BUSH,,,ø 30x24L,BRASS,30,24,
GUN METAL ROD ø 30x30L,Stockable Product,BUSH,,,ø 30x30L,BRASS,30,30,
GUN METAL ROD ø 32x14L,Stockable Product,BUSH,,,ø 32x14L,BRASS,32,14,
GUN METAL ROD ø 35x19L,Stockable Product,BUSH,,,ø 35x19L,BRASS,35,19,
GUN METAL ROD ø 35x21L,Stockable Product,BUSH,,,ø 35x21L,BRASS,35,21,
GUN METAL ROD ø 35x23L,Stockable Product,BUSH,,,ø 35x23L,BRASS,35,23,
GUN METAL ROD ø 35x26L,Stockable Product,BUSH,,,ø 35x26L,BRASS,35,26,
GUN METAL ROD ø 35x27L,Stockable Product,BUSH,,,ø 35x27L,BRASS,35,27,
GUN METAL ROD ø 35x30L,Stockable Product,BUSH,,,ø 35x30L,BRASS,35,30,
GUN METAL ROD ø 35x33L,Stockable Product,BUSH,,,ø 35x33L,BRASS,35,33,
GUN METAL ROD ø 35x37L,Stockable Product,BUSH,,,ø 35x37L,BRASS,35,37,
GUN METAL ROD ø 35x38L,Stockable Product,BUSH,,,ø 35x38L,BRASS,35,38,
GUN METAL ROD ø 40x18L,Stockable Product,BUSH,,,ø 40x18L,BRASS,40,18,
GUN METAL ROD ø 40x19L,Stockable Product,BUSH,,,ø 40x19L,BRASS,40,19,
GUN METAL ROD ø 40x21L,Stockable Product,BUSH,,,ø 40x21L,BRASS,40,21,
GUN METAL ROD ø 40x24L,Stockable Product,BUSH,,,ø 40x24L,BRASS,40,24,
GUN METAL ROD ø 40x27L,Stockable Product,BUSH,,,ø 40x27L,BRASS,40,27,
GUN METAL ROD ø 40x28L,Stockable Product,BUSH,,,ø 40x28L,BRASS,40,28,
GUN METAL ROD ø 40x43L,Stockable Product,BUSH,,,ø 40x43L,BRASS,40,43,
GUN METAL ROD ø 45x18L,Stockable Product,BUSH,,,ø 45x18L,BRASS,45,18,
GUN METAL ROD ø 45x24L,Stockable Product,BUSH,,,ø 45x24L,BRASS,45,24,
GUN METAL ROD ø 45x33L,Stockable Product,BUSH,,,ø 45x33L,BRASS,45,33,
GUN METAL ROD ø 45x35L,Stockable Product,BUSH,,,ø 45x35L,BRASS,45,35,
GUN METAL ROD ø 50x23L,Stockable Product,BUSH,,,ø 50x23L,BRASS,50,23,
GUN METAL ROD ø 55x23L,Stockable Product,BUSH,,,ø 55x23L,BRASS,55,23,
GUN METAL ROD ø 55x28L,Stockable Product,BUSH,,,ø 55x28L,BRASS,55,28,
GUN METAL ROD ø 65x28L,Stockable Product,BUSH,,,ø 65x28L,BRASS,65,28,
GUN METAL ROD ø 70x28L,Stockable Product,BUSH,,,ø 70x28L,BRASS,70,28,
RECTANGULAR STEEL BAR,Stockable Product,PARALLEL KEY,,,,C-40,,,
ROUND BAR ø 105x39L - EN8,Stockable Product,INTERMEDIATE GEAR,,,ø 105x39L,EN8,105,39,
ROUND BAR ø 105x57L - EN8,Stockable Product,INTERMEDIATE GEAR,,,ø 105x57L,EN9,105,57,
ROUND BAR ø 110x103L - EN19,Stockable Product,WORM,,,ø 110x103L,EN19,110,103,
ROUND BAR ø 110x32L - EN8,Stockable Product,COLLAR,,,ø 110x32L,EN8,110,32,
ROUND BAR ø 115x103L - EN19,Stockable Product,WORM,,,ø 115x103L,EN19,115,103,
ROUND BAR ø 120x106L - EN19,Stockable Product,WORM,,,ø 120x106L,EN19,120,106,
ROUND BAR ø 125x108L - EN8,Stockable Product,WORMWHEEL,,,ø 125x108L,EN8,125,108,
ROUND BAR ø 130x28L - EN8,Stockable Product,SPUR GEAR,,,ø 130x28L,EN8,130,28,
ROUND BAR ø 130x53L - EN8,Stockable Product,SPUR GEAR,,,ø 130x53L ,EN8,130,53,
ROUND BAR ø 135x105L - EN8,Stockable Product,INTERMEDIATE GEAR,,,ø 135x105L,EN8,135,105,
ROUND BAR ø 135x39L - EN8,Stockable Product,SPUR GEAR,,,ø 135x39L,EN8,135,39,
ROUND BAR ø 140x102L - EN8,Stockable Product,SPUR GEAR,,,ø 140x102L,EN8,140,102,
ROUND BAR ø 140x225L - EN19,Stockable Product,WORM,,,ø 140x225L,EN19,140,225,
ROUND BAR ø 140x92L - EN8,Stockable Product,SPUR GEAR,,,ø 140x92L,EN8,140,92,
ROUND BAR ø 150x102L - EN8,Stockable Product,SPUR GEAR,,,ø 150x102L,EN8,150,102,
ROUND BAR ø 150x39L - EN8,Stockable Product,SPUR GEAR,,,ø 150x39L,EN8,150,39,
ROUND BAR ø 150x40L - EN8,Stockable Product,SPUR GEAR,,,ø 150x40L,EN8,150,40,
ROUND BAR ø 150x92L - EN8,Stockable Product,SPUR GEAR,,,ø 150x92L,EN8,150,92,
ROUND BAR ø 155x112L - EN8,Stockable Product,SPUR GEAR,,,ø 155x112L,EN8,155,112,
ROUND BAR ø 155x38L - EN8,Stockable Product,SPUR GEAR,,,ø 155x38L,EN8,155,38,
ROUND BAR ø 155x98L - EN8,Stockable Product,SPUR GEAR,,,ø 155x98L,EN8,155,98,
ROUND BAR ø 160x98L - EN8,Stockable Product,SPUR GEAR,,,ø 160x98L,EN8,160,98,
ROUND BAR ø 170x105L - EN8,Stockable Product,SPUR GEAR,,,ø 170x105L,EN8,170,105,
ROUND BAR ø 170x123L - EN8,Stockable Product,SPUR GEAR,,,ø 170x123L,EN8,170,123,
ROUND BAR ø 170x45L - EN8,Stockable Product,SPUR GEAR,,,ø 170x45L,EN8,170,45,
ROUND BAR ø 195x53L - EN8,Stockable Product,SPUR GEAR,,,ø 195x53L,EN8,195,53,
ROUND BAR ø 20x158L - EN8,Stockable Product,WORM SHAFT,,,ø 20x158L,EN8,20,158,
ROUND BAR ø 20x218L - EN8,Stockable Product,WORM SHAFT,,,ø 20x218L,EN8,20,218,
ROUND BAR ø 20x258L - EN8,Stockable Product,WORM SHAFT,,,ø 20x258L,EN8,20,258,
ROUND BAR ø 25x245L - EN8,Stockable Product,WORM SHAFT,,,ø 25x245L ,EN8,25,245,
ROUND BAR ø 25x300L - EN8,Stockable Product,WORM SHAFT,,,ø 25x300L,EN8,25,300,
ROUND BAR ø 25x303L - EN8,Stockable Product,WORM SHAFT,,,ø 25x303L,EN8,25,303,
ROUND BAR ø 30x220L - EN8,Stockable Product,WORM SHAFT,,,ø 30x220L,EN8,30,220,
ROUND BAR ø 30x266L - EN8,Stockable Product,WORM SHAFT,,,ø 30x266L,EN8,30,266,
ROUND BAR ø 30x57L - EN19,Stockable Product,WORM,,,ø 30x57L,EN19,30,57,
ROUND BAR ø 32x224L - EN8,Stockable Product,WORM SHAFT,,,ø 32x224L ,EN8,32,224,
ROUND BAR ø 32x258L - EN8,Stockable Product,WORM SHAFT,,,ø 32x258L,EN8,32,258,
ROUND BAR ø 32x275L - EN8,Stockable Product,WORM SHAFT,,,ø 32x275L,EN8,32,275,
ROUND BAR ø 32x305L - EN8,Stockable Product,PINION SHAFT,,,ø 32x305L ,EN8,32,305,
ROUND BAR ø 32x308L - EN8,Stockable Product,PINION SHAFT,,,ø 32x308L,EN8,32,308,
ROUND BAR ø 32x320L - EN8,Stockable Product,PINION SHAFT,,,ø 32x320L,EN8,32,320,
ROUND BAR ø 36x151L - EN19,Stockable Product,SPACER,,,ø 36x151L,EN19,36,151,
ROUND BAR ø 36x227L - EN19,Stockable Product,PINION SHAFT,,,ø 36x227L,EN19,36,227,
ROUND BAR ø 36x286L - EN19,Stockable Product,PINION SHAFT,,,ø 36x286L,EN19,36,286,
ROUND BAR ø 40x10L - EN8,Stockable Product,PINION SHAFT,,,ø 40x10L,EN8,40,10,
ROUND BAR ø 40x125L - EN19,Stockable Product,PINION SHAFT,,,ø 40x125L,EN19,40,125,
ROUND BAR ø 40x150L - EN19,Stockable Product,PINION SHAFT,,,ø 40x150L,EN19,40,150,
ROUND BAR ø 40x151L - EN19,Stockable Product,WORM SHAFT,,,ø 40x151L ,EN19,40,151,
ROUND BAR ø 40x232L - EN19,Stockable Product,WORM,,,ø 40x232L,EN19,40,232,
ROUND BAR ø 40x241L - EN19,Stockable Product,SPACER,,,ø 40x241L,EN19,40,241,
ROUND BAR ø 40x323L - EN8,Stockable Product,SPACER,,,ø 40x323L,EN8,40,323,
ROUND BAR ø 40x57L - EN19,Stockable Product,PINION SHAFT,,,ø 40x57L,EN19,40,57,
ROUND BAR ø 45x10L - EN8,Stockable Product,PINION SHAFT,,,ø 45x10L,EN8,45,10,
ROUND BAR ø 45x12L - EN8,Stockable Product,PINION SHAFT,,,ø 45x12L,EN8,45,12,
ROUND BAR ø 45x150L - EN19,Stockable Product,PINION SHAFT,,,ø 45x150L,EN19,45,150,
ROUND BAR ø 45x151L - EN19,Stockable Product,PINION SHAFT,,,ø 45x151L,EN19,45,151,
ROUND BAR ø 45x163L - EN19,Stockable Product,PINION SHAFT,,,ø 45x163L,EN19,45,163,
ROUND BAR ø 45x213L - EN19,Stockable Product,PINION SHAFT,,,ø 45x213L,EN19,45,213,
ROUND BAR ø 45x223L - EN19,Stockable Product,PINION SHAFT,,,ø 45x223L,EN19,45,223,
ROUND BAR ø 45x227L - EN19,Stockable Product,PINION SHAFT,,,ø 45x227L,EN19,45,227,
ROUND BAR ø 45x242L - EN19,Stockable Product,PINION SHAFT,,,ø 45x242L,EN19,45,242,
ROUND BAR ø 45x243L - EN19,Stockable Product,PINION SHAFT,,,ø 45x243L,EN19,45,243,
ROUND BAR ø 45x287L - EN19,Stockable Product,PINION SHAFT,,,ø 45x287L,EN19,45,287,
ROUND BAR ø 45x311L - EN19,Stockable Product,PINION SHAFT,,,ø 45x311L,EN19,45,311,
ROUND BAR ø 45x341L - EN8,Stockable Product,PINION SHAFT,,,ø 45x341L,EN8,45,341,
ROUND BAR ø 45x342L - EN8,Stockable Product,PINION SHAFT,,,ø 45x342L,EN8,45,342,
ROUND BAR ø 50x128L - EN19,Stockable Product,PINION SHAFT,,,ø 50x128L,EN19,50,128,
ROUND BAR ø 50x134L - EN19,Stockable Product,PINION SHAFT,,,ø 50x134L,EN19,50,134,
ROUND BAR ø 50x135L - EN19,Stockable Product,PINION SHAFT,,,ø 50x135L,EN19,50,135,
ROUND BAR ø 50x151L - EN19,Stockable Product,PINION SHAFT,,,ø 50x151L,EN19,50,151,
ROUND BAR ø 50x168L - EN19,Stockable Product,PINION SHAFT,,,ø 50x168L,EN19,50,168,
ROUND BAR ø 50x209L - EN19,Stockable Product,PINION SHAFT,,,ø 50x209L ,EN19,50,209,
ROUND BAR ø 50x224L - EN19,Stockable Product,PINION SHAFT,,,ø 50x224L ,EN19,50,224,
ROUND BAR ø 50x232L - EN19,Stockable Product,PINION SHAFT,,,ø 50x232L,EN19,50,232,
ROUND BAR ø 50x248L - EN19,Stockable Product,PINION SHAFT,,,ø 50x248L,EN19,50,248,
ROUND BAR ø 50x293L - EN19,Stockable Product,PINION SHAFT,,,ø 50x293L,EN19,50,293,
ROUND BAR ø 50x384L - EN8,Stockable Product,WORM SHAFT,,,ø 50x384L,EN8,50,384,
ROUND BAR ø 50x390L - EN19,Stockable Product,PINION SHAFT,,,ø 50x390L,EN19,50,390,
ROUND BAR ø 50x413L - EN8,Stockable Product,WORM SHAFT,,,ø 50x413L,EN8,50,413,
ROUND BAR ø 50x492L - EN8,Stockable Product,WORM SHAFT,,,ø 50x492L,EN8,50,492,
ROUND BAR ø 55x103L - EN19,Stockable Product,INTERMEDIATE SHAFT,,,ø 55x103L,EN19,55,103,
ROUND BAR ø 55x143L - EN19,Stockable Product,PINION SHAFT,,,ø 55x143L,EN19,55,143,
ROUND BAR ø 55x144L - EN19,Stockable Product,PINION SHAFT,,,ø 55x144L,EN19,55,144,
ROUND BAR ø 55x163L - EN19,Stockable Product,PINION SHAFT,,,ø 55x163L,EN19,55,163,
ROUND BAR ø 55x213L - EN19,Stockable Product,PINION SHAFT,,,ø 55x213L,EN19,55,213,
ROUND BAR ø 55x79L - EN19,Stockable Product,WORM,,,ø 55x79L,EN19,55,79,
ROUND BAR ø 55x83L - EN19,Stockable Product,WORM,,,ø 55x83L,EN19,55,83,
ROUND BAR ø 55x85L - EN19,Stockable Product,INTERMEDIATE SHAFT,,,ø 55x85L,EN19,55,85,
ROUND BAR ø 60x10L - EN8,Stockable Product,SPACER,,,ø 60x10L,EN8,60,10,
ROUND BAR ø 60x13L - EN8,Stockable Product,SPACER,,,ø 60x13L ,EN8,60,13,
ROUND BAR ø 60x161L - EN19,Stockable Product,PINION SHAFT,,,ø 60x161L,EN19,60,161,
ROUND BAR ø 60x181L - EN19,Stockable Product,PINION SHAFT,,,ø 60x181L,EN19,60,181,
ROUND BAR ø 60x260L - EN19,Stockable Product,PINION SHAFT,,,ø 60x260L,EN19,60,260,
ROUND BAR ø 60x285L - EN19,Stockable Product,PINION SHAFT,,,ø 60x285L ,EN19,60,285,
ROUND BAR ø 60x480L - EN8,Stockable Product,WORM SHAFT,,,ø 60x480L,EN8,60,480,
ROUND BAR ø 60x538L - EN8,Stockable Product,WORM SHAFT,,,ø 60x538L,EN8,60,538,
ROUND BAR ø 60x83L - EN19,Stockable Product,WORM,,,ø 60x83L,EN19,60,83,
ROUND BAR ø 65x15L - EN8,Stockable Product,SPACER,,,ø 65x15L,EN8,65,15,
ROUND BAR ø 65x21L - EN8,Stockable Product,COLLAR,,,ø 65x21L,EN8,65,21,
ROUND BAR ø 70x47L - EN8,Stockable Product,COLLAR,,,ø 70x47L,EN8,70,47,
ROUND BAR ø 70x75L - EN19,Stockable Product,WORM,,,ø 70x75L,EN19,70,75,
ROUND BAR ø 75x141L - EN19,Stockable Product,PINION SHAFT,,,ø 75x141L,EN19,75,141,
ROUND BAR ø 75x17L - EN8,Stockable Product,SPACER,,,ø 75x17L,EN8,75,17,
ROUND BAR ø 75x73L - EN19,Stockable Product,WORM,,,ø 75x73L,EN19,75,73,
ROUND BAR ø 75x76L - EN8,Stockable Product,SPUR GEAR,,,ø 75x76L,EN8,75,76,
ROUND BAR ø 85x18L - EN8,Stockable Product,SPACER,,,ø 85x18L,EN8,85,18,
ROUND BAR ø 90x19L - EN8,Stockable Product,COLLAR,,,ø 90x19L,EN8,90,19,
ROUND BAR ø 90x42L - EN8,Stockable Product,SPUR GEAR,,,ø 90x42L,EN8,90,42,
ROUND BAR ø 90x75L - EN8,Stockable Product,SPUR GEAR,,,ø 90x75L,EN8,90,75,
ROUND BAR ø 95x83L - EN19,Stockable Product,WORM,,,ø 95x83L,EN19,95,83,
ST.STEEL PIPE OD 115 x ID 97 x 7 THK,Stockable Product,HARD WASHER,,,OD 115 x ID 97 x 7 THK,ST.STEEL,115,7,97
ST.STEEL PIPE OD 117 x ID 97 x 7 THK,Stockable Product,HARD WASHER,,,OD 117 x ID 97 x 7 THK,ST.STEEL,117,7,97
ST.STEEL PIPE OD 140 x ID 120 x 7 THK,Stockable Product,HARD WASHER,,,OD 140 x ID 120 x 7 THK,ST.STEEL,140,7,120
ST.STEEL PIPE OD 145 x ID 120 x 6 THK,Stockable Product,HARD WASHER,,,OD 145 x ID 120 x 6 THK,ST.STEEL,145,6,120
ST.STEEL PIPE OD 170 x ID 145 x 7 THK,Stockable Product,HARD WASHER,,,OD 170 x ID 145 x 7 THK,ST.STEEL,170,7,145
ST.STEEL PIPE OD 175 x ID 150 x 8 THK,Stockable Product,HARD WASHER,,,OD 175 x ID 150 x 8 THK,ST.STEEL,175,150,8
ST.STEEL PIPE OD 72 x ID 60 x 6 THK,Stockable Product,HARD WASHER,,,OD 72 x ID 60 x 6 THK,ST.STEEL,72,6,60
ST.STEEL PIPE OD 73 x ID 57 x 6 THK,Stockable Product,HARD WASHER,,,OD 73 x ID 57 x 6 THK,ST.STEEL,73,6,57
